Ürün İsmi,Ürün Linki,Ürün Fiyatı,Kategori
Regular Fit Çizgili Pamuklu Uzun Kollu Gömlek B6164AX23AU,https://www.trendyol.com//defacto/regular-fit-cizgili-pamuklu-uzun-kollu-gomlek-p-776995193,"299,99",Gömlek
Ölümsüz Aşıklar Baskılı Unisex Siyah Kanguru Cepli Kapüşonlu Sweatshirt Hoodie SweatOlumsuzAsiklar,https://www.trendyol.com//harmandar/olumsuz-asiklar-baskili-unisex-siyah-kanguru-cepli-kapusonlu-sweatshirt-hoodie-p-409590159,"199,90",Sweatshirt
Erkek Jeans Skinny Fit Likralı Düz Trnak Mavi 2000ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-trnak-mavi-p-122988462?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDk2NTgwOTc4ODU1NDkwNiwiYWRTY29yZSI6MC4wMTk5NzUwOTk3MTI2MTAyNDUsImFkU2NvcmVzIjp7IjEiOjAuMDE5OTc1MDk5NzEyNjEwMjQ1LCIyIjowLjAxOTk3NTA5OTcxMjYxMDI0NX0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDgwOTAxMTIzMDczMzA3LCJhZHZlcnRTbG90Ijo1LCJvcmRlciI6MTQsImF0dHJpYnV0ZXMiOiIifQ==,"310,05",Pantolon
Studio Baskılı Unisex Gri Kanguru Cepli Kapüşonlu Sweatshirt Hoodie TYCW86FI2N169643084025283,https://www.trendyol.com//harmandar/studio-baskili-unisex-gri-kanguru-cepli-kapusonlu-sweatshirt-hoodie-p-767534524,"199,90",Sweatshirt
Ids Erkek Lacivert Renk Düz Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon İDS2001,https://www.trendyol.com//ids-collection/ids-erkek-lacivert-renk-duz-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-301936134,"399,99",Pantolon
Erkek Asit Yıkama Gri Bol Paça Jean Kot Baggy Pantolon baggy1111,https://www.trendyol.com//cuqq-denim/erkek-asit-yikama-gri-bol-paca-jean-kot-baggy-pantolon-p-781010919?advertItems=eyJhZHZlcnRJZCI6ImI5NGNjNDYzLWQ3NmMtNGM2Ny1iMDY5LTE4YWMzZGRjNDU2NCIsInNvcnRpbmdTY29yZSI6MC4wNDkxNTY3NDI4MDM3NTI0MywiYWRTY29yZSI6MC4wNTEzNjU0NTc0NzUxODUzOTQsImFkU2NvcmVzIjp7IjEiOjAuMDUxMzY1NDU3NDc1MTg1Mzk0LCIyIjowLjA1MTM2NTQ1NzQ3NTE4NTM5NH0sImNwYyI6MC45NTcwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAuMDEsImVDcGMiOjAuOTA3NDQ4MDM5NjM5OTU3MywiYWR2ZXJ0U2xvdCI6Niwib3JkZXIiOjE3LCJhdHRyaWJ1dGVzIjoiIn0=,399,Pantolon
Unisex Düz 3' Lü Düz Baskısız Üç Ip Kapüşonlu Oversize Sweatshirt AFR-3lüset,https://www.trendyol.com//afrogiyim/unisex-duz-3-lu-duz-baskisiz-uc-ip-kapusonlu-oversize-sweatshirt-p-764175435,"599,99",Sweatshirt
Unisex Im Lovin It Mc Sweatshirt Kahverengi Trndz1310,https://www.trendyol.com//trendiz/unisex-im-lovin-it-mc-sweatshirt-kahverengi-p-347310670,499,Sweatshirt
Slim Fit Pamuk Kanvas / Chino Pantolon 472582,https://www.trendyol.com//kigili/slim-fit-pamuk-kanvas-chino-pantolon-p-680102699?advertItems=eyJhZHZlcnRJZCI6IjA5M2IyOWMxLWUxMjEtNGQxNi1iMTUxLWExOTZiMDZhOWI3NiIsInNvcnRpbmdTY29yZSI6MC4wNDU1ODQxNzQyMjE5MDMwODQsImFkU2NvcmUiOjAuMDMxOTY1NTY0OTM2Mzk5NDYsImFkU2NvcmVzIjp7IjEiOjAuMDMxOTY1NTY0OTM2Mzk5NDYsIjIiOjAuMDMxOTY1NTY0OTM2Mzk5NDZ9LCJjcGMiOjEuNDI2MDQsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS40MDQ3MDc2NjUxMDc3NTYxLCJhZHZlcnRTbG90Ijo3LCJvcmRlciI6MjAsImF0dHJpYnV0ZXMiOiIifQ==,"299,90",Pantolon
Baggy Kargo Pantolon KRGPNT1,https://www.trendyol.com//serline/baggy-kargo-pantolon-p-458327488,"587,10",Pantolon
Erkek Kiremit Standart Fıt Uzun Kollu Sweatshırt KE37656T,https://www.trendyol.com//nautica/erkek-kiremit-standart-fit-uzun-kollu-sweatshirt-p-786839712,799,Sweatshirt
Erkek Jeans Skinny Fit Likralı Düz Siyah 2001ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-siyah-p-123450763?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDQyNjI5NjMzMzU5NjExLCJhZFNjb3JlIjowLjAxNzgwNDg5MjczMzY5MzEyMywiYWRTY29yZXMiOnsiMSI6MC4wMTc4MDQ4OTI3MzM2OTMxMjMsIjIiOjAuMDE3ODA0ODkyNzMzNjkzMTIzfSwiY3BjIjoyLjQ4NTk5OTk5OTk5OTk5OTgsIm1pbkNwYyI6MC4wMSwiZUNwYyI6Mi40ODM3MzU3NDg1Mjg4Njk0LCJhZHZlcnRTbG90Ijo4LCJvcmRlciI6MjMsImF0dHJpYnV0ZXMiOiIifQ==,"349,90",Pantolon
Regular Fit Desenli Likralı Kanvas / Chino Pantolon 470199,https://www.trendyol.com//kigili/regular-fit-desenli-likrali-kanvas-chino-pantolon-p-781311747,"699,94",Pantolon
Unisex Utopia Red Masks Travis Scott Sweatshirt Kahverengi Trendiz6,https://www.trendyol.com//trendiz/unisex-utopia-red-masks-travis-scott-sweatshirt-kahverengi-p-749923538,499,Sweatshirt
Erkek Likralı Slimfit Kot Pantolon K0279 - Siyah P3494S6913,https://www.trendyol.com//kocmen/erkek-likrali-slimfit-kot-pantolon-k0279-siyah-p-94784410?advertItems=eyJhZHZlcnRJZCI6ImU2MjdhZmVlLTYwZWEtNGNkMS1iZGNjLWU5MzQ3N2U0MDE2MSIsInNvcnRpbmdTY29yZSI6MC4wNjA0NTE4NTQ3Nzk3MjAyOSwiYWRTY29yZSI6MC4wMzE2ODYwMTkxNTI0MDI4OCwiYWRTY29yZXMiOnsiMSI6MC4wMzE2ODYwMTkxNTI0MDI4OCwiMiI6MC4wMzE2ODYwMTkxNTI0MDI4OH0sImNwYyI6MS45MDc4Mzk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNzg3OTgzMDQ3Mjk4MzEwNywiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjIsImF0dHJpYnV0ZXMiOiIifQ==,"329,99",Pantolon
Unisex Gri Oversize Tek Cepli Polar Oduncu Gömlek UGPD-01-POLGOM,https://www.trendyol.com//pump-butik/unisex-gri-oversize-tek-cepli-polar-oduncu-gomlek-p-177216156,326,Gömlek
Austın Erkek Basic Gömlek Slim Fit Lacivert 111010514,https://www.trendyol.com//lufian/austin-erkek-basic-gomlek-slim-fit-lacivert-p-274407906,"359,99",Gömlek
Erkek Siyah Renk Italyan Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon BRKKMSPNT,https://www.trendyol.com//burke/erkek-siyah-renk-italyan-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-129547997?advertItems=eyJhZHZlcnRJZCI6ImE1MmYxMGRjLTY3ZDMtNGZiMC04ZTUxLTE1ZTYxZjAwYTdhOCIsInNvcnRpbmdTY29yZSI6MC4wNTYwMjAzNDIyNjA1OTkxNSwiYWRTY29yZSI6MC4wNDYyOTc4MDM1MjExNTYzMSwiYWRTY29yZXMiOnsiMSI6MC4wNDYyOTc4MDM1MjExNTYzMSwiMiI6MC4wNDYyOTc4MDM1MjExNTYzMX0sImNwYyI6MS4yMTAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTI1OTM1MDEwNDgxMjg4MiwiYWR2ZXJ0U2xvdCI6Miwib3JkZXIiOjUsImF0dHJpYnV0ZXMiOiIifQ==,"369,99",Pantolon
Erkek Antrasit Yandan Cepli Dokuma Bağcıklı Relaxed Fit Rahat Kesim Jogger Pantolon B003005,https://www.trendyol.com//avva/erkek-antrasit-yandan-cepli-dokuma-bagcikli-relaxed-fit-rahat-kesim-jogger-pantolon-b003005-p-664189689,"511,99",Pantolon
Kısa Kollu Ağır Kumaş T-shirt 04245500,https://www.trendyol.com//pull-bear/kisa-kollu-agir-kumas-t-shirt-p-706016827,350,T-Shirt
Erkek Siyah Bisiklet Yaka Standart %100 Pamuk Erkek Basic T-shirt KZK-7978,https://www.trendyol.com//kozik/erkek-siyah-bisiklet-yaka-standart-100-pamuk-erkek-basic-t-shirt-p-658777871?advertItems=eyJhZHZlcnRJZCI6IjJmNTc1MWQ3LTgyNDAtNGQ4NS1iNTc0LWE3MWRmZjI5YTZlOSIsInNvcnRpbmdTY29yZSI6MC4wNTEyMDIzNjA4MTI1NzQ2MzUsImFkU2NvcmUiOjAuMDM2MDgzNDExNDI1MzUyMSwiYWRTY29yZXMiOnsiMSI6MC4wMzYwODM0MTE0MjUzNTIxLCIyIjowLjAzNjA4MzQxMTQyNTM1MjF9LCJjcGMiOjEuNDE5MDAwMDAwMDAwMDAwMywibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjM5NjIwMjg1ODA3MzgwNDQsImFkdmVydFNsb3QiOjMsIm9yZGVyIjo4LCJhdHRyaWJ1dGVzIjoiIn0=,"144,99",T-Shirt
Train Pwr Fleece Hoodie Erkek Sweatshirt 52089303,https://www.trendyol.com//puma/train-pwr-fleece-hoodie-erkek-sweatshirt-p-468726419,950,Sweatshirt
Siyah Yüksek Bel (BOYFRİEND) Yandan Tokalı Kemer Detaylı Pileli Kumaş Pantolon A21Y2536,https://www.trendyol.com//antioch/siyah-yuksek-bel-boyfriend-yandan-tokali-kemer-detayli-pileli-kumas-pantolon-p-213165459,"1.137,28",Pantolon
Erkek Jeans Skinny Fit Likralı Düz Trnak Mavi 2000ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-trnak-mavi-p-122988462?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDk2NTgwOTc4ODU1NDkwNiwiYWRTY29yZSI6MC4wMTk5NzUwOTk3MTI2MTAyNDUsImFkU2NvcmVzIjp7IjEiOjAuMDE5OTc1MDk5NzEyNjEwMjQ1LCIyIjowLjAxOTk3NTA5OTcxMjYxMDI0NX0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDgwOTAxMTIzMDczMzA3LCJhZHZlcnRTbG90Ijo0LCJvcmRlciI6MTEsImF0dHJpYnV0ZXMiOiIifQ==,"310,05",Pantolon
Oversize Yup! Baskılı Mint Yeşili T-shirt wk-ost-0111,https://www.trendyol.com//woonkey/oversize-yup-baskili-mint-yesili-t-shirt-p-732116914,"149,80",T-Shirt
Regular Fit Bisiklet Yaka Sweatshirt Y7282AZ22AU,https://www.trendyol.com//defacto/regular-fit-bisiklet-yaka-sweatshirt-p-336669563,"279,99",Sweatshirt
Erkek Asit Yıkama Gri Bol Paça Jean Kot Baggy Pantolon baggy1111,https://www.trendyol.com//cuqq-denim/erkek-asit-yikama-gri-bol-paca-jean-kot-baggy-pantolon-p-781010919?advertItems=eyJhZHZlcnRJZCI6ImI5NGNjNDYzLWQ3NmMtNGM2Ny1iMDY5LTE4YWMzZGRjNDU2NCIsInNvcnRpbmdTY29yZSI6MC4wNDkxNTY3NDI4MDM3NTI0MywiYWRTY29yZSI6MC4wNTEzNjU0NTc0NzUxODUzOTQsImFkU2NvcmVzIjp7IjEiOjAuMDUxMzY1NDU3NDc1MTg1Mzk0LCIyIjowLjA1MTM2NTQ1NzQ3NTE4NTM5NH0sImNwYyI6MC45NTcwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAuMDEsImVDcGMiOjAuOTA3NDQ4MDM5NjM5OTU3MywiYWR2ZXJ0U2xvdCI6NSwib3JkZXIiOjE0LCJhdHRyaWJ1dGVzIjoiIn0=,399,Pantolon
Jett Erkek Oversize Fit %100 Pamuk Kalın Dokulu T-shirt JETT25062020,https://www.trendyol.com//grimelange/jett-erkek-oversize-fit-100-pamuk-kalin-dokulu-t-shirt-p-52477912,"199,95",T-Shirt
Ünisex Gri Bronklyn Baskılı Oversize Sweatshirt Broklyn2023,https://www.trendyol.com//moonbull/unisex-gri-bronklyn-baskili-oversize-sweatshirt-p-741963176,"137,81",Sweatshirt
Unisex Heroes & Vıllaıns Bisiklet Yaka Sweatshirt Trndz1484,https://www.trendyol.com//trendiz/unisex-heroes-villains-bisiklet-yaka-sweatshirt-p-459842067,"404,45",Sweatshirt
Mavi Yıkamalı Baggy Jean 56765678766765,https://www.trendyol.com//touz/mavi-yikamali-baggy-jean-p-772306715,659,Pantolon
Erkek Jeans Skinny Fit Likralı Düz Siyah 2001ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-siyah-p-123450763?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDQyNjI5NjMzMzU5NjExLCJhZFNjb3JlIjowLjAxNzgwNDg5MjczMzY5MzEyMywiYWRTY29yZXMiOnsiMSI6MC4wMTc4MDQ4OTI3MzM2OTMxMjMsIjIiOjAuMDE3ODA0ODkyNzMzNjkzMTIzfSwiY3BjIjoyLjQ4NTk5OTk5OTk5OTk5OTgsIm1pbkNwYyI6MC4wMSwiZUNwYyI6Mi40ODM3MzU3NDg1Mjg4Njk0LCJhZHZlcnRTbG90Ijo3LCJvcmRlciI6MjAsImF0dHJpYnV0ZXMiOiIifQ==,"349,90",Pantolon
Lgg Brooklyn Comfort Pamuklu Erkek Sweatshirt LGGBROOKLYNS,https://www.trendyol.com//oksit/lgg-brooklyn-comfort-pamuklu-erkek-sweatshirt-p-66860817,"263,91",Sweatshirt
Erkek Lacivert Rahat Kesim Beli Lastikli Keten Hac ve Umre Şalvar Pantolon ihvn5562,https://www.trendyol.com//ihvanonline/erkek-lacivert-rahat-kesim-beli-lastikli-keten-hac-ve-umre-salvar-pantolon-p-776860744,"645,59",Pantolon
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNDM4NjY1NTMzMDc0OTAzNTUsImFkU2NvcmUiOjAuMDM5NTE1NTIxMzc3MzI1MDYsImFkU2NvcmVzIjp7IjEiOjAuMDM5NTE1NTIxMzc3MzI1MDYsIjIiOjAuMDM5NTE1NTIxMzc3MzI1MDZ9LCJjcGMiOjEuMTEwMTA5NDQwMDAwMDAwMiwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjExMDEwOTQ0MDAwMDAwMDIsImFkdmVydFNsb3QiOjgsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,"392,41",Gömlek
Lacivert Slim Fit Oxford Gömlek G021GL004.000.1294587,https://www.trendyol.com//pierre-cardin/lacivert-slim-fit-oxford-gomlek-p-106289034,"799,99",Gömlek
Blackair Baskılı Oversize Unisex Racing Beyaz Sweatshirt FW24TSH000073,https://www.trendyol.com//sokak-butik/blackair-baskili-oversize-unisex-racing-beyaz-sweatshirt-p-792355681,"699,90",Sweatshirt
Erkek Likralı Slimfit Kot Pantolon K0279 - Siyah P3494S6913,https://www.trendyol.com//kocmen/erkek-likrali-slimfit-kot-pantolon-k0279-siyah-p-94784410?advertItems=eyJhZHZlcnRJZCI6ImU2MjdhZmVlLTYwZWEtNGNkMS1iZGNjLWU5MzQ3N2U0MDE2MSIsInNvcnRpbmdTY29yZSI6MC4wNjA0NTE4NTQ3Nzk3MjAyOSwiYWRTY29yZSI6MC4wMzE2ODYwMTkxNTI0MDI4OCwiYWRTY29yZXMiOnsiMSI6MC4wMzE2ODYwMTkxNTI0MDI4OCwiMiI6MC4wMzE2ODYwMTkxNTI0MDI4OH0sImNwYyI6MS45MDc4Mzk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNzg3OTgzMDQ3Mjk4MzEwNywiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjIsImF0dHJpYnV0ZXMiOiIifQ==,"329,99",Pantolon
DeFactoFit Standart Fit Dik Yaka Sweatshirt A9872AX23WN,https://www.trendyol.com//defacto/defactofit-standart-fit-dik-yaka-sweatshirt-p-780060668,"479,99",Sweatshirt
Unisex Rick And Morty Brain Baskılı Oversize T-shirt 203542,https://www.trendyol.com//deocept/unisex-rick-and-morty-brain-baskili-oversize-t-shirt-p-274078642,"78,19",T-Shirt
Erkek Siyah Renk Italyan Kesim Kaliteli Esnek Likralı Bilek Boy Kumaş Pantolon BRKKMSPNT,https://www.trendyol.com//burke/erkek-siyah-renk-italyan-kesim-kaliteli-esnek-likrali-bilek-boy-kumas-pantolon-p-129547997?advertItems=eyJhZHZlcnRJZCI6ImE1MmYxMGRjLTY3ZDMtNGZiMC04ZTUxLTE1ZTYxZjAwYTdhOCIsInNvcnRpbmdTY29yZSI6MC4wNTYwMjAzNDIyNjA1OTkxNSwiYWRTY29yZSI6MC4wNDYyOTc4MDM1MjExNTYzMSwiYWRTY29yZXMiOnsiMSI6MC4wNDYyOTc4MDM1MjExNTYzMSwiMiI6MC4wNDYyOTc4MDM1MjExNTYzMX0sImNwYyI6MS4yMTAwMDAwMDAwMDAwMDAyLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuMTI1OTM1MDEwNDgxMjg4MiwiYWR2ZXJ0U2xvdCI6Miwib3JkZXIiOjUsImF0dHJpYnV0ZXMiOiIifQ==,"369,99",Pantolon
Erkek Antrasit Armürlü Arka Cep Kapaklı Carrot Fit Pantolon A32Y3081,https://www.trendyol.com//avva/erkek-antrasit-armurlu-arka-cep-kapakli-carrot-fit-pantolon-a32y3081-p-789645559,"1.149,99",Pantolon
Şimşek Mcqueen - Siyah Sweatshirt CSWmcqueenx,https://www.trendyol.com//magors/simsek-mcqueen-siyah-sweatshirt-p-773248050,280,Sweatshirt
Erkek Siyah Bisiklet Yaka Standart %100 Pamuk Erkek Basic T-shirt KZK-7978,https://www.trendyol.com//kozik/erkek-siyah-bisiklet-yaka-standart-100-pamuk-erkek-basic-t-shirt-p-658777871?advertItems=eyJhZHZlcnRJZCI6IjJmNTc1MWQ3LTgyNDAtNGQ4NS1iNTc0LWE3MWRmZjI5YTZlOSIsInNvcnRpbmdTY29yZSI6MC4wNTEyMDIzNjA4MTI1NzQ2MzUsImFkU2NvcmUiOjAuMDM2MDgzNDExNDI1MzUyMSwiYWRTY29yZXMiOnsiMSI6MC4wMzYwODM0MTE0MjUzNTIxLCIyIjowLjAzNjA4MzQxMTQyNTM1MjF9LCJjcGMiOjEuNDE5MDAwMDAwMDAwMDAwMywibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjM5NjIwMjg1ODA3MzgwNDQsImFkdmVydFNsb3QiOjMsIm9yZGVyIjo4LCJhdHRyaWJ1dGVzIjoiIn0=,"144,99",T-Shirt
Erkek Pantolon 10137244,https://www.trendyol.com//kip/erkek-pantolon-p-356744070,995,Pantolon
Dar Kesimli Keten Takım Pantolon 27025747,https://www.trendyol.com//mango-man/dar-kesimli-keten-takim-pantolon-p-244856608,"893,99",Pantolon
Erkek Jeans Skinny Fit Likralı Düz Trnak Mavi 2000ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-trnak-mavi-p-122988462?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDk2NTgwOTc4ODU1NDkwNiwiYWRTY29yZSI6MC4wMTk5NzUwOTk3MTI2MTAyNDUsImFkU2NvcmVzIjp7IjEiOjAuMDE5OTc1MDk5NzEyNjEwMjQ1LCIyIjowLjAxOTk3NTA5OTcxMjYxMDI0NX0sImNwYyI6Mi40ODU5OTk5OTk5OTk5OTk4LCJtaW5DcGMiOjAuMDEsImVDcGMiOjIuNDgwOTAxMTIzMDczMzA3LCJhZHZlcnRTbG90Ijo0LCJvcmRlciI6MTEsImF0dHJpYnV0ZXMiOiIifQ==,"310,05",Pantolon
Ufc Venum Özel Tasarım Fermuarlı 3 Iplik Şardonlu Kapüşonlu Sweatshirt VNM123,https://www.trendyol.com//venusdijital/ufc-venum-ozel-tasarim-fermuarli-3-iplik-sardonlu-kapusonlu-sweatshirt-p-192157670,"599,99",Sweatshirt
Erkek Asit Yıkama Gri Bol Paça Jean Kot Baggy Pantolon baggy1111,https://www.trendyol.com//cuqq-denim/erkek-asit-yikama-gri-bol-paca-jean-kot-baggy-pantolon-p-781010919?advertItems=eyJhZHZlcnRJZCI6ImI5NGNjNDYzLWQ3NmMtNGM2Ny1iMDY5LTE4YWMzZGRjNDU2NCIsInNvcnRpbmdTY29yZSI6MC4wNDkxNTY3NDI4MDM3NTI0MywiYWRTY29yZSI6MC4wNTEzNjU0NTc0NzUxODUzOTQsImFkU2NvcmVzIjp7IjEiOjAuMDUxMzY1NDU3NDc1MTg1Mzk0LCIyIjowLjA1MTM2NTQ1NzQ3NTE4NTM5NH0sImNwYyI6MC45NTcwMDAwMDAwMDAwMDAxLCJtaW5DcGMiOjAuMDEsImVDcGMiOjAuOTA3NDQ4MDM5NjM5OTU3MywiYWR2ZXJ0U2xvdCI6NSwib3JkZXIiOjE0LCJhdHRyaWJ1dGVzIjoiIn0=,399,Pantolon
Erkek Siyah Armürlü 5 Cepli Slim Fit Dar Kesim Kanvas Esnek Pantolon B003001,https://www.trendyol.com//avva/erkek-siyah-armurlu-5-cepli-slim-fit-dar-kesim-kanvas-esnek-pantolon-b003001-p-470811177,"689,99",Pantolon
Erkek Bej Slim Fit Dar Kesim 5 Cep Pamuklu Kanvas Esnek Chino Pantolon ET0130000001,https://www.trendyol.com//ac-co-altinyildiz-classics/erkek-bej-slim-fit-dar-kesim-5-cep-pamuklu-kanvas-esnek-chino-pantolon-p-63006381,"499,99",Pantolon
Slim Fit Pamuk Kanvas / Chino Pantolon 472582,https://www.trendyol.com//kigili/slim-fit-pamuk-kanvas-chino-pantolon-p-680102699?advertItems=eyJhZHZlcnRJZCI6IjA5M2IyOWMxLWUxMjEtNGQxNi1iMTUxLWExOTZiMDZhOWI3NiIsInNvcnRpbmdTY29yZSI6MC4wNDU1ODQxNzQyMjE5MDMwODQsImFkU2NvcmUiOjAuMDMxOTY1NTY0OTM2Mzk5NDYsImFkU2NvcmVzIjp7IjEiOjAuMDMxOTY1NTY0OTM2Mzk5NDYsIjIiOjAuMDMxOTY1NTY0OTM2Mzk5NDZ9LCJjcGMiOjEuNDI2MDQsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS40MDQ3MDc2NjUxMDc3NTYxLCJhZHZlcnRTbG90Ijo2LCJvcmRlciI6MTcsImF0dHJpYnV0ZXMiOiIifQ==,"299,90",Pantolon
Erkek Gri Sweatshirt 21WM12006ME_GR,https://www.trendyol.com//dagi/erkek-gri-sweatshirt-p-270568308,"249,98",Sweatshirt
Regular Fit Sweatshirt T3777AZ23AU,https://www.trendyol.com//defacto/regular-fit-sweatshirt-p-766378995,"404,99",Sweatshirt
Erkek Jeans Skinny Fit Likralı Düz Siyah 2001ENJYG,https://www.trendyol.com//enerjin/erkek-jeans-skinny-fit-likrali-duz-siyah-p-123450763?advertItems=eyJhZHZlcnRJZCI6ImY3ZDFmN2ZiLTMwNTYtNDFiNS05OTEyLTRmNjA3OTcyMTQwYyIsInNvcnRpbmdTY29yZSI6MC4wNDQyNjI5NjMzMzU5NjExLCJhZFNjb3JlIjowLjAxNzgwNDg5MjczMzY5MzEyMywiYWRTY29yZXMiOnsiMSI6MC4wMTc4MDQ4OTI3MzM2OTMxMjMsIjIiOjAuMDE3ODA0ODkyNzMzNjkzMTIzfSwiY3BjIjoyLjQ4NTk5OTk5OTk5OTk5OTgsIm1pbkNwYyI6MC4wMSwiZUNwYyI6Mi40ODM3MzU3NDg1Mjg4Njk0LCJhZHZlcnRTbG90Ijo3LCJvcmRlciI6MjAsImF0dHJpYnV0ZXMiOiIifQ==,"349,90",Pantolon
Sarp Smart Erkek Chino Pantolon Slim Fit Lacivert 112190241,https://www.trendyol.com//lufian/sarp-smart-erkek-chino-pantolon-slim-fit-lacivert-p-199742424,"799,99",Pantolon
Erkek Kapüşonlu Baskılı Haki Black Sweatshirt SBKS42,https://www.trendyol.com//sportstation/erkek-kapusonlu-baskili-haki-black-sweatshirt-p-198973844,"246,51",Sweatshirt
Erkek Regular Fit Kışlık Kaşe Gömlek 2632,https://www.trendyol.com//redline/erkek-regular-fit-kislik-kase-gomlek-p-777153681?advertItems=eyJhZHZlcnRJZCI6IjNlNDkyZjFkLTVhMWItNDAxMi04ZTc0LTc0ZDc5Y2VmZmVmMiIsInNvcnRpbmdTY29yZSI6MC4wNDM4NjY1NTMzMDc0OTAzNTUsImFkU2NvcmUiOjAuMDM5NTE1NTIxMzc3MzI1MDYsImFkU2NvcmVzIjp7IjEiOjAuMDM5NTE1NTIxMzc3MzI1MDYsIjIiOjAuMDM5NTE1NTIxMzc3MzI1MDZ9LCJjcGMiOjEuMTEwMTA5NDQwMDAwMDAwMiwibWluQ3BjIjowLjAxLCJlQ3BjIjoxLjExMDEwOTQ0MDAwMDAwMDIsImFkdmVydFNsb3QiOjgsIm9yZGVyIjoyMywiYXR0cmlidXRlcyI6IiJ9,"392,41",Gömlek
Regular Fit Kareli Oduncu Uzun Kollu Gömlek W7413AZ23SP,https://www.trendyol.com//defacto/regular-fit-kareli-oduncu-uzun-kollu-gomlek-p-451429039,439,Gömlek
Unisex Love Is Evil Sweatshirt Hoodie Taş Trndz1328,https://www.trendyol.com//trendiz/unisex-love-is-evil-sweatshirt-hoodie-tas-p-338560761,471,Sweatshirt
Erkek Likralı Slimfit Kot Pantolon K0279 - Siyah P3494S6913,https://www.trendyol.com//kocmen/erkek-likrali-slimfit-kot-pantolon-k0279-siyah-p-94784410?advertItems=eyJhZHZlcnRJZCI6ImU2MjdhZmVlLTYwZWEtNGNkMS1iZGNjLWU5MzQ3N2U0MDE2MSIsInNvcnRpbmdTY29yZSI6MC4wNjA0NTE4NTQ3Nzk3MjAyOSwiYWRTY29yZSI6MC4wMzE2ODYwMTkxNTI0MDI4OCwiYWRTY29yZXMiOnsiMSI6MC4wMzE2ODYwMTkxNTI0MDI4OCwiMiI6MC4wMzE2ODYwMTkxNTI0MDI4OH0sImNwYyI6MS45MDc4Mzk5OTk5OTk5OTkzLCJtaW5DcGMiOjAuMDEsImVDcGMiOjEuNzg3OTgzMDQ3Mjk4MzEwNywiYWR2ZXJ0U2xvdCI6MSwib3JkZXIiOjIsImF0dHJpYnV0ZXMiOiIifQ==,"329,99",Pantolon
